parámetros del reclutamiento
bit,NSIM
3470791265.93971,7478278.38581771
3470791266.38112,7478278.15889387
3470791266.20503,7478277.90668526
3470791266.19328,7478278.14685725
3470791265.84884,7478278.19791442
3470791266.02854,7478278.46099165
3470791265.99969,7478278.47687827
3470791265.85222,7478278.12942808
3470791266.09419,7478278.4210988
3470791266.1339,7478278.3467333
3470791265.80089,7478278.26734845
3470791265.78769,7478278.39113788
3470791265.81413,7478278.71229197
3470791266.163,7478277.87139534
3470791265.84384,7478278.34532744
3470791266.20506,7478278.76415966
3470791266.07692,7478278.35872863
3470791266.29032,7478278.17273382
3470791265.68552,7478278.26045556
3470791266.16182,7478278.20775758
3470791265.87366,7478278.7406878
3470791265.97416,7478278.28787114
3470791265.88797,7478278.5992016
3470791266.0659,7478278.45672506
3470791265.92929,7478278.13937752
3470791265.86252,7478278.24127951
3470791266.0473,7478278.18955781
3470791265.94926,7478278.1771546
3470791265.76345,7478278.00563904
3470791266.50841,7478277.72107709
3470791265.78927,7478278.12217969
3470791265.97902,7478278.17411222
3470791265.87986,7478278.28741264
3470791266.02583,7478278.47771811
3470791265.85035,7478278.11947629
3470791265.71822,7478277.87973644
3470791266.11435,7478278.34377191
3470791266.26937,7478278.14640376
3470791266.06616,7478278.25870891
3470791265.82877,7478277.78790658
3470791265.96749,7478278.40550417
3470791266.03342,7478278.45923531
3470791265.91368,7478278.67980473
3470791265.81596,7478278.22379525
3470791265.8324,7478278.12718557
3470791266.18744,7478278.63012934
3470791265.99457,7478278.39985596
3470791266.07868,7478278.4044559
3470791266.02841,7478277.94414269
3470791265.87895,7478278.59197183
3470791265.83089,7478277.95515137
3470791266.08017,7478278.59416594
3470791265.62761,7478278.02967153
3470791266.16269,7478278.5893066
3470791265.86504,7478278.83067921
3470791265.94344,7478277.89729818
3470791265.96765,7478278.70588308
3470791266.06927,7478278.34560105
3470791266.13507,7478278.43831606
3470791265.88053,7478278.15953927
3470791266.30525,7478278.03228472
3470791266.16568,7478278.42060678
3470791265.84776,7478278.32670519
3470791266.08317,7478277.76653055
3470791265.80907,7478278.24284825
3470791265.77029,7478278.4281635
3470791266.22981,7478278.61496554
3470791265.78218,7478278.21648107
3470791266.12289,7478278.11412693
3470791266.11724,7478278.36185255
3470791266.03262,7478278.17635537
3470791266.07321,7478278.68222343
3470791265.87208,7478278.02670694
3470791266.024,7478278.34978249
3470791265.90911,7478278.02716061
3470791266.21621,7478278.45853911
3470791266.13919,7478278.31742626
3470791265.73768,7478278.30529534
3470791266.19423,7478278.28160874
3470791265.96026,7478278.45518627
3470791266.15555,7478278.4092969
3470791265.99485,7478278.07077254
3470791266.01363,7478278.05332624
3470791265.88513,7478278.65296664
3470791265.98232,7478278.31284166
3470791265.79398,7478278.1104741
3470791266.27485,7478278.22639165
3470791266.07058,7478278.57254191
3470791266.11051,7478278.16164797
3470791265.91,7478278.04511692
3470791266.01411,7478278.37690295
3470791265.57748,7478278.27535112
3470791266.01398,7478277.96569613
3470791265.91112,7478278.09043363
3470791265.88048,7478278.34320655
3470791265.87604,7478278.22916968
3470791266.17361,7478278.30857288
3470791265.69108,7478278.34317931
3470791265.96781,7478278.05182956
3470791266.0793,7478278.23537821
3470791266.20478,7478277.77897038
3470791266.1561,7478278.01533443
3470791265.71584,7478278.3879205
3470791266.39508,7478278.26504631
3470791266.0887,7478278.34489924
3470791265.96055,7478278.46046619
3470791266.0779,7478277.86988274
3470791265.74721,7478278.29308441
3470791265.95352,7478278.4960286
3470791266.17481,7478278.25352302
3470791266.16955,7478278.2498118
3470791265.90239,7478278.21426298
3470791266.26605,7478278.26996175
3470791266.01391,7478278.31180848
3470791265.87002,7478278.37208263
3470791265.8486,7478278.33637531
3470791265.93929,7478278.21960933
3470791265.94757,7478278.093468
3470791265.78398,7478278.12810396
3470791266.12256,7478277.95242725
3470791265.77123,7478278.00968289
3470791266.11014,7478277.7245801
3470791266.30401,7478278.56896168
3470791265.89954,7478278.7556501
3470791265.87418,7478278.44765998
3470791266.24757,7478278.41258756
3470791265.82003,7478278.31886873
3470791265.9065,7478278.44459822
3470791265.98454,7478278.45683961
3470791265.89761,7478278.53138236
3470791265.84055,7478278.23421797
3470791266.0204,7478278.03413346
3470791265.91929,7478278.00025367
3470791265.99247,7478278.06701602
3470791265.96975,7478278.09391171
3470791265.80147,7478278.22280862
3470791265.74031,7478278.2300268
3470791265.90359,7478278.28766352
3470791266.083,7478278.10059642
3470791266.07259,7478278.08672186
3470791266.04685,7478277.57819432
3470791266.15582,7478278.66464012
3470791266.01413,7478278.35723362
3470791266.14947,7478277.98575847
3470791266.08331,7478278.38330696
3470791266.22812,7478278.03047017
3470791265.92225,7478278.43267092
3470791266.05646,7478278.56205169
3470791265.86369,7478278.29798139
3470791265.88095,7478278.26729064
3470791266.01546,7478278.44297386
3470791265.85722,7478278.11757658
3470791266.03774,7478278.04041334
3470791266.07717,7478278.2114624
3470791266.16441,7478278.11671708
3470791266.21468,7478278.46933573
3470791266.07365,7478278.30477613
3470791265.96553,7478278.40008488
3470791265.9896,7478278.48149078
3470791265.9214,7478277.98014185
3470791265.63728,7478278.01587492
3470791266.08891,7478278.203619
3470791266.37825,7478278.43286707
3470791266.23226,7478278.45661335
3470791265.85633,7478278.0902241
3470791266.11511,7478278.25517436
3470791266.20725,7478278.64392284
3470791265.90028,7478278.16062556
3470791266.21818,7478278.14800942
3470791266.047,7478278.23809763
3470791266.06613,7478278.49368806
3470791266.25048,7478278.18583229
3470791265.70848,7478278.10126826
3470791265.81693,7478278.26158274
3470791265.93339,7478277.88481749
3470791265.80706,7478278.47714763
3470791266.05601,7478278.29752156
3470791265.84102,7478278.28642451
3470791265.7866,7478277.88170899
3470791266.17313,7478278.5163692
3470791265.90998,7478278.57802788
3470791265.81707,7478278.15771907
3470791265.68427,7478277.7875551
3470791266.11451,7478278.40138056
3470791266.22981,7478278.01088541
3470791265.83586,7478278.5904484
3470791265.92103,7478278.41750632
3470791265.81871,7478278.00298332
3470791266.05225,7478278.44934266
3470791265.70462,7478278.33013024
3470791266.03864,7478278.21897075
3470791265.90381,7478278.55734118
3470791266.1033,7478278.97963425
3470791265.93127,7478278.2050257
3470791265.95717,7478278.51130278
3470791266.12638,7478278.17260756
3470791266.16088,7478278.44759126
3470791265.83637,7478278.00308721
3470791265.91852,7478277.95181023
3470791265.95713,7478278.27548041
3470791266.1303,7478277.90602296
3470791266.04896,7478278.45271918
3470791265.83157,7478278.36007108
3470791266.12775,7478278.66248502
3470791265.75454,7478277.69799881
3470791265.60329,7478278.69025979
3470791266.11705,7478278.26709347
3470791266.17229,7478277.93478562
3470791265.94549,7478278.06320563
3470791266.00271,7478277.82937219
3470791265.62521,7478278.43973341
3470791265.83613,7478278.35278035
3470791265.87296,7478278.02849398
3470791265.92424,7478277.97466888
3470791265.53726,7478277.90628596
3470791265.92271,7478278.86488447
3470791265.95127,7478278.2565397
3470791266.12759,7478278.49306398
3470791266.17289,7478278.13665001
3470791266.0891,7478278.12249913
3470791265.77835,7478278.40447755
3470791266.03289,7478278.59522105
3470791266.16311,7478278.14717861
3470791265.99198,7478278.0056291
3470791266.03118,7478278.05931922
3470791265.93244,7478277.84787807
3470791265.85386,7478277.92745339
3470791266.13871,7478278.30743881
3470791266.19059,7478277.9326532
3470791265.76662,7478277.73760057
3470791266.03013,7478278.01372383
3470791265.97189,7478278.23427321
3470791265.94628,7478278.3530772
3470791266.05297,7478278.40448425
3470791265.78961,7478277.70949928
3470791265.83959,7478278.39061606
3470791266.02063,7478278.43131503
3470791266.03577,7478278.04433559
3470791266.00278,7478278.19712412
3470791265.97857,7478278.40212887
3470791266.01348,7478277.76736937
3470791265.93316,7478278.27741055
3470791265.85722,7478278.32999478
3470791266.04577,7478278.25615539
3470791266.03566,7478278.15865697
3470791265.91067,7478277.99877004
3470791265.73123,7478278.18455304
3470791265.55417,7478278.11548225
3470791266.02912,7478278.25898317
3470791265.5992,7478277.98871104
3470791266.15709,7478278.31207174
3470791266.00713,7478278.4954109
3470791265.96921,7478278.25756315
3470791265.89728,7478278.18425303
3470791266.36195,7478277.74384574
3470791266.17614,7478278.35390292
3470791265.92707,7478277.76723208
3470791265.85046,7478278.54947911
3470791265.75671,7478278.41532619
3470791266.03733,7478278.50788012
3470791266.20228,7478278.28840373
3470791266.37522,7478277.97409911
3470791266.03203,7478278.25296924
3470791266.10576,7478278.21161137
3470791265.9167,7478278.69012171
3470791266.12114,7478277.95018099
3470791265.77145,7478278.29796427
3470791266.13915,7478278.42629407
3470791265.97744,7478278.13842106
3470791266.40904,7478278.46671068
3470791266.06115,7478278.37182549
3470791265.89148,7478278.56202909
3470791266.10167,7478278.07568064
3470791265.67859,7478278.34702716
3470791266.05088,7478278.21255085
3470791266.08281,7478278.38156077
3470791265.83483,7478278.24249714
3470791265.79883,7478278.56913863
3470791265.99196,7478278.19134302
3470791265.83321,7478277.86499217
3470791266.23163,7478278.09977832
3470791265.91846,7478278.03246109
3470791266.08068,7478278.06542755
3470791265.67733,7478278.60312325
3470791265.72485,7478277.63726036
3470791266.05419,7478278.21429265
3470791265.97962,7478278.36864099
3470791265.86161,7478278.20190652
3470791266.18081,7478278.22327635
3470791265.89914,7478278.33305897
3470791265.90021,7478278.23375787
3470791266.36159,7478278.3577549
3470791266.02931,7478278.49212667
3470791266.0653,7478278.0195195
3470791265.81003,7478278.42321798
3470791265.96346,7478278.03523284
3470791266.15231,7478278.39282304
3470791265.74768,7478278.31021059
3470791266.12858,7478278.41051583
3470791265.91795,7478278.61788745
3470791265.95294,7478278.1213274
3470791266.07172,7478277.85828539
3470791265.8652,7478278.12008083
3470791265.81158,7478278.49633945
3470791265.93698,7478278.09539719
3470791265.91615,7478277.95156978
3470791266.13948,7478278.49421153
3470791266.31667,7478278.37924745
3470791265.97561,7478278.29589421
3470791266.00399,7478278.29614701
3470791266.12783,7478278.72589633
3470791266.10637,7478278.27305472
3470791266.17149,7478278.18977014
3470791266.07529,7478278.14277419
3470791265.92242,7478278.24668183
3470791266.21518,7478278.393277
3470791265.76308,7478278.36112695
3470791265.95949,7478278.41222054
3470791265.94431,7478278.17230358
3470791266.03524,7478278.16376116
3470791265.83556,7478278.0248196
3470791266.4507,7478278.5042123
3470791265.94722,7478277.68064174
3470791265.87338,7478278.48191174
3470791266.36493,7478278.23289528
3470791266.13207,7478278.05134577
3470791265.93356,7478278.27937335
3470791265.9954,7478278.06817753
3470791266.36888,7478278.02926046
3470791266.12569,7478277.87624959
3470791265.95165,7478278.4784536
3470791266.29786,7478278.53190633
3470791266.08446,7478278.42724341
3470791266.13513,7478278.15362069
3470791265.99735,7478278.31658082
3470791265.96791,7478278.68357271
3470791265.97307,7478278.31651977
3470791265.84418,7478278.26015273
3470791265.84244,7478277.84252307
3470791266.09993,7478278.00839045
3470791266.11236,7478278.60683015
3470791266.11309,7478278.26177507
3470791265.77343,7478278.28094847
3470791266.01459,7478278.3008881
3470791265.96576,7478278.26312567
3470791266.06183,7478278.2602861
3470791265.8189,7478278.4127247
3470791266.3409,7478278.38331504
3470791266.16324,7478278.53702781
3470791266.36196,7478277.86414799
3470791266.14963,7478278.40531853
3470791265.85834,7478278.279019
3470791265.8882,7478278.68492701
3470791265.98628,7478278.15223872
3470791266.08834,7478278.49926474
3470791266.12841,7478278.33048414
3470791266.20745,7478278.76516427
3470791265.85464,7478278.02983852
3470791265.52908,7478278.44143518
3470791265.98181,7478277.99596029
3470791265.94969,7478278.30274959
3470791265.76223,7478278.09487091
3470791266.08922,7478278.00597161
3470791266.1503,7478278.29665326
3470791265.86432,7478278.2299555
3470791265.95992,7478278.34256369
3470791265.95875,7478278.36796681
3470791266.22739,7478278.28662312
3470791265.94812,7478278.37309935
3470791266.09555,7478278.37718725
3470791266.11582,7478278.12687295
3470791266.11196,7478278.1642559
3470791265.97243,7478278.29223386
3470791266.1736,7478278.4668335
3470791265.94318,7478278.05314527
3470791266.18013,7478278.31477069
3470791265.77778,7478278.21765969
3470791266.04555,7478278.18239787
3470791266.06701,7478278.79463749
3470791265.79528,7478278.25442431
3470791266.28792,7478278.19026414
3470791266.23797,7478278.24294298
3470791266.0684,7478278.15921916
3470791265.93825,7478277.97368865
3470791265.82761,7478278.24221129
3470791265.89851,7478278.39957366
3470791266.0518,7478278.2193049
3470791266.0866,7478278.04980929
3470791265.96912,7478278.16609668
3470791266.17131,7478277.81324756
3470791266.08428,7478278.07355184
3470791265.9888,7478278.34470329
3470791265.82762,7478278.19408979
3470791266.00955,7478278.24681244
3470791265.92113,7478278.26091255
3470791266.21982,7478278.30321836
3470791265.80594,7478278.27604935
3470791266.07255,7478277.96087333
3470791265.76122,7478278.35557495
3470791265.98306,7478278.45228947
3470791265.73759,7478277.69089358
3470791266.05802,7478278.05806403
3470791265.81834,7478277.98981203
3470791265.86057,7478278.58761314
3470791265.86176,7478278.22927161
3470791265.95913,7478278.7099906
3470791266.29373,7478278.35276405
3470791265.79197,7478277.96423004
3470791265.74658,7478278.25298873
3470791265.95522,7478278.64395303
3470791265.95196,7478278.3114395
3470791266.12873,7478277.7908571
3470791266.14454,7478278.21651109
3470791266.10955,7478278.40600797
3470791266.13419,7478278.54700735
3470791266.19387,7478278.13602546
3470791265.7377,7478278.04582567
3470791266.05758,7478278.46530597
3470791265.92469,7478278.50428191
3470791266.02925,7478278.12489325
3470791265.97102,7478278.08580478
3470791266.05484,7478278.01953094
3470791266.23191,7478277.56962585
3470791265.90711,7478278.47846317
3470791265.75771,7478278.40567511
3470791266.31113,7478278.16137048
3470791265.98685,7478278.31385856
3470791266.03365,7478278.30666333
3470791265.9119,7478278.28384472
3470791266.0243,7478278.20099965
3470791265.73341,7478278.38480846
3470791265.74383,7478277.769606
3470791265.97546,7478278.3239313
3470791266.20867,7478278.19768245
3470791266.06039,7478278.04129037
3470791266.2457,7478278.0055977
3470791266.1759,7478278.53078983
3470791266.07225,7478278.12985173
3470791266.16065,7478277.86061911
3470791266.03649,7478277.88192504
3470791266.35114,7478278.06846386
3470791266.13398,7478278.55015657
3470791266.24147,7478278.06428821
3470791265.78855,7478277.8191115
3470791265.98716,7478278.67024232
3470791266.16411,7478277.68463361
3470791266.27012,7478278.10521343
3470791266.04439,7478278.1542238
3470791266.04543,7478278.12229634
3470791266.05195,7478278.07745376
3470791266.03538,7478277.800973
3470791265.86051,7478278.04095029
3470791266.0722,7478278.31153569
3470791266.27977,7478278.41491054
3470791266.17665,7478278.50240215
3470791265.86567,7478278.20193923
3470791266.01894,7478278.19443816
3470791265.95125,7478278.63305356
3470791265.90261,7478278.19538244
3470791265.89497,7478278.08655722
3470791266.02747,7478277.8088933
3470791266.16789,7478278.02172717
3470791265.9504,7478278.47942905
3470791265.92509,7478278.23885764
3470791266.08025,7478278.02020696
3470791265.87052,7478278.34036897
3470791266.08361,7478278.5732414
3470791265.96473,7478278.38657135
3470791266.10142,7478277.79507221
3470791266.1565,7478278.40979696
3470791265.89838,7478278.02005652
3470791266.03698,7478278.49564452
3470791265.96001,7478278.34498679
3470791265.80961,7478278.40646248
3470791265.90876,7478278.08116659
3470791266.0966,7478278.33562988
3470791266.16303,7478278.3661515
3470791266.03789,7478278.66343368
3470791266.05056,7478278.23347782
3470791266.27424,7478278.19631792
3470791266.0309,7478277.97424571
3470791265.97793,7478278.28704924
3470791265.93408,7478278.2849988
3470791266.09059,7478278.33653134
3470791266.29641,7478278.20314612
3470791266.07069,7478277.84779503
3470791266.1338,7478277.96462679
3470791266.13602,7478278.34406782
3470791265.66181,7478278.17557641
3470791266.17935,7478278.46406901
3470791265.90935,7478278.22975517
3470791265.91591,7478278.17374379
3470791266.22427,7478278.1443675
3470791265.71941,7478278.41963034
3470791266.19322,7478278.37621294
3470791266.26002,7478278.15208522
3470791265.94051,7478278.31562768
3470791265.88699,7478278.31063809
3470791265.88479,7478278.05121935
3470791265.76371,7478278.09432929
3470791265.95806,7478278.45311982
3470791266.10584,7478278.28839311
3470791265.91863,7478278.20186829
3470791265.76307,7478278.2432356
3470791265.95374,7478278.28726553
3470791266.06809,7478278.30251876
3470791265.94362,7478278.32356028
3470791265.91151,7478278.0125737
3470791265.96187,7478278.19876995
3470791265.79902,7478278.36830962
3470791266.01261,7478278.02339797
3470791266.1084,7478278.25557481
3470791265.97339,7478278.19665427
3470791266.00343,7478278.3569349
3470791266.3056,7478278.10855437
3470791266.11359,7478278.799556
3470791266.05633,7478278.3571791
3470791266.12775,7478278.16814077
3470791265.89381,7478278.51090377
3470791266.08908,7478278.46158591
3470791266.0519,7478278.01338075
3470791266.0553,7478278.39063639
3470791265.69448,7478278.50333686
3470791266.4678,7478278.05144285
3470791266.32254,7478278.36084519
3470791265.86299,7478278.56821885
3470791265.83166,7478278.08701154
3470791266.25998,7478278.41529673
3470791266.06147,7478278.0732785
3470791266.0387,7478278.21322171
3470791266.20024,7478278.68093168
3470791265.85793,7478278.2448181
3470791266.25923,7478277.88036708
3470791266.08743,7478278.20137618
3470791265.83637,7478278.15831338
3470791265.86677,7478278.45715741
3470791266.03008,7478278.21211383
3470791265.97256,7478278.12885611
3470791265.78914,7478278.23654125
3470791265.87836,7478278.36204639
3470791265.93657,7478278.62126055
3470791265.7298,7478278.61334778
3470791265.95636,7478277.94481152
3470791266.1796,7478277.61615339
3470791266.0213,7478278.27682288
3470791266.00712,7478278.21241277
3470791266.10602,7478278.02323764
3470791266.13307,7478277.63835903
3470791266.03351,7478278.52719996
3470791266.11736,7478278.03947386
3470791266.3742,7478278.13116113
3470791265.86783,7478278.13728715
3470791266.06954,7478278.15821046
3470791266.18476,7478278.20767156
3470791266.06649,7478278.19620852
3470791266.09434,7478278.21659
3470791265.75846,7478278.33133344
3470791265.91764,7478278.57047892
3470791266.06769,7478278.11134506
3470791265.91962,7478278.13734007
3470791265.88758,7478278.18972175
3470791265.68581,7478277.69707581
3470791266.32409,7478278.20612353
3470791265.75735,7478277.76259789
3470791265.91559,7478278.3562302
3470791266.30537,7478278.42170353
3470791266.09617,7478278.37368913
3470791266.22987,7478278.09719261
3470791265.96072,7478278.26014757
3470791266.02415,7478277.99728966
3470791266.02565,7478278.03442836
3470791265.98638,7478278.23431573
3470791266.24049,7478278.16205508
3470791265.74609,7478278.32672382
3470791266.30363,7478278.31679643
3470791265.8594,7478278.33254346
3470791265.69942,7478278.56521708
3470791266.23008,7478278.09757302
3470791265.76813,7478278.47662407
3470791266.21144,7478278.24958806
3470791265.98335,7478278.13966852
3470791265.88599,7478278.06271357
3470791265.96887,7478278.66776883
3470791265.88501,7478278.30226647
3470791266.03112,7478278.34955964
3470791265.99931,7478278.01927613
3470791266.0548,7478278.45935109
3470791265.87696,7478278.48545605
3470791266.11958,7478278.32564433
3470791266.18786,7478278.17927507
3470791265.91251,7478278.3539107
3470791266.00036,7478278.61500574
3470791265.95273,7478278.67122104
3470791266.26009,7478278.13156325
3470791265.94548,7478277.86824886
3470791266.02288,7478278.07624312
3470791266.08461,7478278.1956544
3470791265.79556,7478278.34808857
3470791266.11715,7478278.3859447
3470791265.74084,7478278.53270186
3470791266.11061,7478278.06878777
3470791266.01906,7478277.96445938
3470791265.78896,7478278.1979155
3470791265.7328,7478278.56213
3470791266.08121,7478278.06100828
3470791266.04826,7478278.51585248
3470791265.92349,7478278.27500922
3470791266.21242,7478278.18945458
3470791266.01035,7478277.94255664
3470791265.97915,7478278.48920317
3470791266.27925,7478278.46391834
3470791266.02327,7478277.98151098
3470791266.0229,7478278.20382444
3470791265.9454,7478278.13054379
3470791266.02274,7478278.37513577
3470791265.87617,7478278.30516533
3470791266.09167,7478278.17886881
3470791266.26944,7478278.52259417
3470791266.14852,7478278.12347878
3470791265.83793,7478278.59252442
3470791266.32524,7478278.74791702
3470791265.87495,7478278.33130715
3470791266.00251,7478277.99000164
3470791266.2382,7478278.75189583
3470791265.98407,7478278.36033566
3470791265.92785,7478278.51653877
3470791266.07126,7478278.47585537
3470791266.23683,7478278.52555666
3470791265.85248,7478278.06082142
3470791266.2402,7478278.2716676
3470791265.60057,7478278.26666847
3470791266.11989,7478278.34507427
3470791265.89037,7478278.27118701
3470791265.86435,7478278.0130812
3470791266.005,7478277.97915672
3470791266.2011,7478278.1878685
3470791265.83842,7478278.39232436
3470791265.92524,7478278.15757419
3470791265.89543,7478278.33495707
3470791266.05201,7478278.31395249
3470791266.24152,7478278.18578184
3470791266.31303,7478277.94681925
3470791266.1279,7478278.26000254
3470791265.9108,7478277.85260299
3470791265.98403,7478278.33851787
3470791265.94438,7478278.19393452
3470791266.07596,7478278.34863273
3470791266.12002,7478278.55244077
3470791265.99925,7478278.41989126
3470791265.98766,7478278.44357968
3470791265.75263,7478278.1785536
3470791265.91552,7478277.91495336
3470791266.0608,7478278.03308747
3470791266.02802,7478278.21191129
3470791266.08829,7478278.23951203
3470791265.74934,7478278.31025688
3470791266.27954,7478278.36756476
3470791266.00238,7478277.99627758
3470791265.77319,7478278.1805007
3470791266.00629,7478278.76804553
3470791265.87597,7478277.71106715
3470791265.94541,7478278.3143594
3470791265.97025,7478278.28086418
3470791265.85875,7478277.91201549
3470791265.84821,7478278.42443195
3470791265.92559,7478278.0576669
3470791265.90343,7478277.95808727
3470791265.99124,7478278.38013514
3470791265.83125,7478278.47029026
3470791265.89329,7478278.20806505
3470791266.0231,7478277.96343669
3470791265.87074,7478278.33443877
3470791265.95459,7478278.85693973
3470791266.02717,7478278.60521269
3470791266.22167,7478277.82623656
3470791265.92045,7478278.07802744
3470791266.25821,7478278.19172549
3470791266.01185,7478278.25361122
3470791266.00106,7478278.45394706
3470791266.11133,7478278.46388752
3470791265.82026,7478278.26676086
3470791266.07815,7478278.17446727
3470791266.03867,7478278.78376141
3470791265.83926,7478278.14035885
3470791266.01554,7478278.42805679
3470791266.17772,7478278.13952595
3470791266.05788,7478278.26710649
3470791266.04647,7478278.0146094
3470791265.90458,7478278.19238896
3470791266.18337,7478278.15544787
3470791265.98774,7478278.24571609
3470791266.09497,7478277.91981915
3470791266.20912,7478278.78832529
3470791266.11903,7478278.40275955
3470791265.99793,7478278.60322363
3470791266.00698,7478278.49823714
3470791265.87413,7478278.27174913
3470791265.95506,7478277.92902873
3470791266.00446,7478278.8280657
3470791265.9345,7478278.07616786
3470791266.08794,7478278.23572376
3470791266.21025,7478278.15130484
3470791265.95498,7478278.54793743
3470791266.12221,7478277.99781352
3470791265.97148,7478278.32401416
3470791266.0339,7478278.45397317
3470791266.16384,7478278.02985825
3470791265.90639,7478278.10597659
3470791265.91793,7478278.338559
3470791266.1078,7478277.86630126
3470791265.95907,7478278.10847101
3470791266.00889,7478278.29465543
3470791266.17331,7478278.04989025
3470791265.80785,7478278.32662953
3470791266.19339,7478278.04613394
3470791265.79637,7478278.40904891
3470791265.91682,7478278.08699998
3470791266.01194,7478278.42559813
3470791266.23782,7478278.29897106
3470791265.98755,7478278.00278983
3470791266.10991,7478277.9345535
3470791265.85437,7478278.12452621
3470791265.79032,7478278.28726428
3470791265.96539,7478278.0630635
3470791265.89501,7478278.03974785
3470791266.0871,7478278.05565062
3470791266.176,7478278.42115904
3470791265.98528,7478278.47412547
3470791266.09946,7478278.37426661
3470791265.97051,7478278.28990875
3470791266.08565,7478278.09325447
3470791266.0422,7478277.82183803
3470791266.17588,7478278.2597004
3470791265.90984,7478278.51221281
3470791266.14545,7478278.24371896
3470791266.03757,7478278.59187769
3470791265.79038,7478277.87992702
3470791266.25141,7478278.29233573
3470791266.23593,7478278.08780961
3470791265.9735,7478277.86671149
3470791265.90016,7478278.6977794
3470791265.77074,7478278.29673554
3470791266.36705,7478278.46842297
3470791266.01564,7478278.22463426
3470791265.9948,7478278.43946579
3470791266.09811,7478278.30117844
3470791265.83165,7478278.28028248
3470791265.93155,7478278.58629929
3470791266.26879,7478278.27989535
3470791266.07712,7478278.23056967
3470791265.94806,7478278.18433861
3470791266.29131,7478278.2778898
3470791266.04813,7478278.19546951
3470791265.9487,7478277.85849688
3470791266.13989,7478278.31135657
3470791265.88711,7478278.48469793
3470791266.16377,7478277.8427803
3470791265.84574,7478278.31251184
3470791266.22973,7478277.76963059
3470791265.83234,7478278.09376769
3470791266.19137,7478278.09034743
3470791265.75327,7478278.10944197
3470791265.88357,7478278.27472412
3470791265.84908,7478277.88165871
3470791265.987,7478278.16314954
3470791265.93685,7478278.6580801
3470791266.10253,7478278.37453168
3470791265.77418,7478277.98721354
3470791266.09642,7478278.59622933
3470791265.9193,7478278.04390665
3470791266.41384,7478277.97370767
3470791265.98905,7478277.99914327
3470791266.17099,7478278.43428823
3470791266.0146,7478277.98162742
3470791265.92077,7478278.59205672
3470791266.45916,7478278.36421403
3470791266.27371,7478278.12481295
3470791266.10022,7478278.42522797
3470791266.06357,7478277.92837055
3470791265.58949,7478278.15192151
3470791266.01719,7478277.86210119
3470791266.34788,7478278.43062116
3470791266.05542,7478278.41405316
3470791266.20883,7478278.05400435
3470791265.97875,7478278.12907462
3470791265.8326,7478278.22031115
3470791266.08904,7478278.28759184
3470791266.0088,7478278.12651914
3470791265.82525,7478278.25474625
3470791265.91355,7478278.05226927
3470791265.96502,7478278.29675785
3470791265.88348,7478278.48323334
3470791266.07265,7478278.24647651
3470791266.2255,7478278.37467417
3470791266.13327,7478278.2286403
3470791265.99982,7478278.58034049
3470791265.66587,7478278.68954043
3470791265.95249,7478278.43004216
3470791266.03208,7478277.90574298
3470791265.71433,7478278.31709975
3470791266.12219,7478277.97396971
3470791266.03445,7478278.51599987
3470791266.09792,7478278.75912656
3470791266.11052,7478278.43264707
3470791265.81256,7478278.17560716
3470791266.13444,7478278.1343226
3470791266.33727,7478277.96978714
3470791266.14088,7478278.28598993
3470791265.95732,7478278.35157597
3470791265.84837,7478278.08118025
3470791265.92631,7478277.96991968
3470791266.00155,7478278.28361009
3470791266.32012,7478278.29593156
3470791265.95069,7478277.7232067
3470791266.34673,7478278.5725858
3470791265.97055,7478278.225102
3470791265.87572,7478278.40628684
3470791266.13952,7478278.26207452
3470791265.88202,7478278.62122944
3470791266.15604,7478278.32817217
3470791265.82258,7478278.34267341
3470791265.70115,7478277.89892763
3470791266.04281,7478278.35823125
3470791266.0031,7478278.00882395
3470791266.17488,7478278.00279197
3470791266.02713,7478277.75872361
3470791265.80509,7478277.75006105
3470791266.01615,7478278.19804086
3470791266.04643,7478278.46789373
3470791265.97641,7478277.83288319
3470791266.00719,7478278.12640092
3470791265.76456,7478278.05820882
3470791266.16179,7478278.13201088
3470791265.80983,7478278.07966197
3470791266.27235,7478278.10845295
3470791265.92031,7478278.40494475
3470791266.07061,7478278.18000736
3470791266.10809,7478277.94397385
3470791266.33764,7478278.03843606
3470791266.09543,7478278.24063018
3470791265.87183,7478278.21712595
3470791265.91955,7478278.19835454
3470791266.23078,7478278.22524855
3470791265.75599,7478278.27033693
3470791265.92889,7478278.19249198
3470791266.21136,7478278.30318183
3470791266.13575,7478278.37786037
3470791266.23613,7478278.2141314
3470791266.11167,7478278.06296356
3470791265.92002,7478278.2797593
3470791265.87622,7478278.53104218
3470791265.90496,7478278.00218541
3470791266.17004,7478278.60024109
3470791266.2669,7478278.16376378
3470791266.21496,7478278.3237471
3470791265.98443,7478278.66598041
3470791265.83698,7478278.84559939
3470791266.05628,7478278.24320265
3470791266.26931,7478278.14826581
3470791265.78378,7478278.09495142
3470791266.12801,7478278.1416996
3470791266.13362,7478277.92693495
3470791265.90142,7478278.57814729
3470791265.85753,7478277.85984893
3470791266.12434,7478278.70225702
3470791266.08486,7478277.82711659
3470791265.93981,7478278.29714444
3470791266.08663,7478278.00210883
3470791265.83931,7478278.52659115
3470791265.98244,7478278.28220062
3470791265.7758,7478278.01640988
3470791265.76808,7478278.25507467
3470791265.81281,7478278.23197974
3470791266.05587,7478278.08430034
